APPLICATION_NUMBER,WATER_RIGHT_TYPE
A024967,Appropriative
A024967,Appropriative
A024967,Appropriative
A024968A,Appropriative
A024968A,Appropriative
A024968A,Appropriative
A024968B,Appropriative
A024968B,Appropriative
A024968B,Appropriative
A024969B,Appropriative
A024969B,Appropriative
A024969B,Appropriative
A024972,Appropriative
A024993,Appropriative
A024993,Appropriative
A024995,Appropriative
A024996,Appropriative
A025005,Appropriative
A025010,Appropriative
A025012,Appropriative
A025015,Appropriative
A025019,Appropriative
A025025,Appropriative
A025025,Appropriative
A025025,Appropriative
A025028,Appropriative
A025032,Appropriative
A025036,Appropriative
A025052,Appropriative
A025065,Appropriative
A025070,Appropriative
A025084,Appropriative
A025087,Appropriative
A025088,Appropriative
A025110,Appropriative
A025123,Appropriative
A025125,Appropriative
A025137,Appropriative
A025154,Appropriative
A025154,Appropriative
A025157,Appropriative
A025201,Appropriative
A025207,Appropriative
A025222,Appropriative
A025268,Appropriative
A025282,Appropriative
A025298A,Appropriative
A025298B,Appropriative
A025301,Appropriative
A025325,Appropriative
A025334,Appropriative
A025344,Appropriative
A025344,Appropriative
A025363,Appropriative
A025367,Appropriative
A025393A,Appropriative
A025393B,Appropriative
A025394,Appropriative
A025405,Appropriative
A025524,Appropriative
A025524,Appropriative
A025583,Appropriative
A025596,Appropriative
A025600,Appropriative
A025623,Appropriative
A025674,Appropriative
A025682,Appropriative
A025691,Appropriative
A025694,Appropriative
A025740,Appropriative
A025740,Appropriative
A025749A,Appropriative
A025749A,Appropriative
A025749B,Appropriative
A025749B,Appropriative
A025762,Appropriative
A025773,Appropriative
A025822A,Appropriative
A025822B,Appropriative
A025823A01,Appropriative
A025823A01,Appropriative
A025823A02,Appropriative
A025823A03,Appropriative
A025823B,Appropriative
A025823B,Appropriative
A025830,Appropriative
A025831,Appropriative
A025850,Appropriative
A025850,Appropriative
A025869,Appropriative
A025887A,Appropriative
A025887A,Appropriative
A025887A,Appropriative
A025887A,Appropriative
A025887B,Appropriative
A025887B,Appropriative
A025887B,Appropriative
A025888A,Appropriative
A025888B,Appropriative
A025939,Appropriative
A025940,Appropriative
A025964,Appropriative
A025998,Appropriative
A026016,Appropriative
A026022A,Appropriative
A026022B,Appropriative
A026055A,Appropriative
A026055B,Appropriative
A026055B,Appropriative
A026079,Appropriative
A026110,Appropriative
A026111,Appropriative
A026111,Appropriative
A026113,Appropriative
A026143,Appropriative
A026181,Appropriative
A026182,Appropriative
A026183,Appropriative
A026184,Appropriative
A026201,Appropriative
A026224,Appropriative
A026224,Appropriative
A026225,Appropriative
A026228,Appropriative
A026233,Appropriative
A026240,Appropriative
A026240,Appropriative
A026241,Appropriative
A026241,Appropriative
A026250,Appropriative
A026298A,Appropriative
A026298A,Appropriative
A026298A,Appropriative
A026298A,Appropriative
A026298B,Appropriative
A026396,Appropriative
A026402,Appropriative
A026412,Appropriative
A026413,Appropriative
A026440,Appropriative
A026440,Appropriative
A026442,Appropriative
A026442,Appropriative
A026442,Appropriative
A026470,Appropriative
A026503,Appropriative
A026561,Appropriative
A026600,Appropriative
A026624,Appropriative
A026672,Appropriative
A026740,Appropriative
A026769,Appropriative
A026808,Appropriative
A026927,Appropriative
A026927,Appropriative
A026938,Appropriative
A026975,Appropriative
A026993,Appropriative
A027022,Appropriative
A027031,Appropriative
A027036,Appropriative
A027045,Appropriative
A027045,Appropriative
A027046,Appropriative
A027075,Appropriative
A027081,Appropriative
A027128,Appropriative
A027143,Appropriative
A027149,Appropriative
A027158,Appropriative
A027177,Appropriative
A027249,Appropriative
A027301,Appropriative
A027327,Appropriative
A027362,Appropriative
A027424,Appropriative
A027440,Appropriative
A027460,Appropriative
A027478,Appropriative
A027479,Appropriative
A027523,Appropriative
A027541,Appropriative
A027541,Appropriative
A027557,Appropriative
A027581,Appropriative
A027582,Appropriative
A027583,Appropriative
A027584,Appropriative
A027596,Appropriative
A027599,Appropriative
A027623,Appropriative
A027702,Appropriative
A027702,Appropriative
A027707,Appropriative
A027757,Appropriative
A027791,Appropriative
A027791,Appropriative
A027791,Appropriative
A027841,Appropriative
A027892,Appropriative
A027934,Appropriative
A027941,Appropriative
A027941,Appropriative
A027942,Appropriative
A027942,Appropriative
A027943,Appropriative
A027943,Appropriative
A027953,Appropriative
A027955,Appropriative
A027955,Appropriative
A027955,Appropriative
A027955,Appropriative
A027955,Appropriative
A027992,Appropriative
A028116,Appropriative
A028127,Appropriative
A028176,Appropriative
A028319,Appropriative
A028320,Appropriative
A028365,Appropriative
A028370,Appropriative
A028386,Appropriative
A028402,Appropriative
A028632,Appropriative
A028633,Appropriative
A028635,Appropriative
A028636,Appropriative
A028636,Appropriative
A028640,Appropriative
A028640,Appropriative
A028640,Appropriative
A028641,Appropriative
A028642,Appropriative
A028642,Appropriative
A028643,Appropriative
A028647,Appropriative
A028648,Appropriative
A028648,Appropriative
A028649,Appropriative
A028649,Appropriative
A028650,Appropriative
A028651,Appropriative
A028653,Appropriative
A028653,Appropriative
A028668,Appropriative
A028676,Appropriative
A028715,Appropriative
A028738,Appropriative
A028738,Appropriative
A028786,Appropriative
A028787,Appropriative
A028790,Appropriative
A028824,Appropriative
A028828,Appropriative
A028854,Appropriative
A028854,Appropriative
A028854,Appropriative
A028854,Appropriative
A028855,Appropriative
A028860,Appropriative
A028878,Appropriative
A028886,Appropriative
A028886,Appropriative
A028925,Appropriative
A028926,Appropriative
A028927,Appropriative
A028927,Appropriative
A029044,Appropriative
A029070,Appropriative
A029070,Appropriative
A029086,Appropriative
A029087,Appropriative
A029087,Appropriative
A029108,Appropriative
A029122,Appropriative
A029199,Appropriative
A029199,Appropriative
A029199,Appropriative
A029202,Appropriative
A029202,Appropriative
A029202,Appropriative
A029202,Appropriative
A029202,Appropriative
A029203,Appropriative
A029203,Appropriative
A029203,Appropriative
A029203,Appropriative
A029203,Appropriative
A029267,Appropriative
A029267,Appropriative
A029272,Appropriative
A029272,Appropriative
A029277,Appropriative
A029320,Appropriative
A029320,Appropriative
A029327,Appropriative
A029332,Appropriative
A029333,Appropriative
A029333,Appropriative
A029338,Appropriative
A029338,Appropriative
A029338,Appropriative
A029372,Appropriative
A029397,Appropriative
A029401,Appropriative
A029405,Appropriative
A029405,Appropriative
A029405,Appropriative
A029406,Appropriative
A029411,Appropriative
A029412,Appropriative
A029418,Appropriative
A029418,Appropriative
A029419,Appropriative
A029419,Appropriative
A029419,Appropriative
A029437,Appropriative
A029437,Appropriative
A029437,Appropriative
A029462,Appropriative
A029467,Appropriative
A029479,Appropriative
A029480,Appropriative
A029495,Appropriative
A029502,Appropriative
A029502,Appropriative
A029512,Appropriative
A029512,Appropriative
A029515,Appropriative
A029517,Appropriative
A029538,Appropriative
A029547,Appropriative
A029547,Appropriative
A029562,Appropriative
A029591,Appropriative
A029591,Appropriative
A029592,Appropriative
A029592,Appropriative
A029595,Appropriative
A029595,Appropriative
A029599,Appropriative
A029610,Appropriative
A029616,Appropriative
A029616,Appropriative
A029628,Appropriative
A029632,Appropriative
A029662,Appropriative
A029671,Appropriative
A029682,Appropriative
A029682,Appropriative
A029719,Appropriative
A029723,Appropriative
A029755,Appropriative
A029755,Appropriative
A029755,Appropriative
A029772,Appropriative
A029789,Appropriative
A029802,Appropriative
A029847,Appropriative
A029848,Appropriative
A029849,Appropriative
A029850,Appropriative
A029850,Appropriative
A029858,Appropriative
A029878,Appropriative
A029879,Appropriative
A029879,Appropriative
A029879,Appropriative
A029901,Appropriative
A029901,Appropriative
A029912,Appropriative
A029986,Appropriative
A029995,Appropriative
A030036,Appropriative
A030036,Appropriative
A030124,Appropriative
A030125,Appropriative
A030132,Appropriative
A030173,Appropriative
A030186,Appropriative
A030245,Appropriative
A030282,Appropriative
A030298,Appropriative
A030349,Appropriative
A030363,Appropriative
A030364,Appropriative
A030364,Appropriative
A030365,Appropriative
A030391,Appropriative
A030397,Appropriative
A030412,Appropriative
A030412,Appropriative
A030412,Appropriative
A030560,Appropriative
A030564,Appropriative
A030745,Appropriative
A030745,Appropriative
A030797,Appropriative
A030815,Appropriative
A030882,Appropriative
A030912,Appropriative
A030912,Appropriative
A030931,Appropriative
A030931,Appropriative
A030931,Appropriative
A030931,Appropriative
A030933,Appropriative
A031050,Appropriative
A031055,Appropriative
A031059,Appropriative
A031060,Appropriative
A031094,Appropriative
A031095,Appropriative
A031095,Appropriative
A031171,Appropriative
A031171,Appropriative
A031183,Appropriative
A031255,Appropriative
A031257,Appropriative
A031259,Appropriative
A031259,Appropriative
A031259,Appropriative
A031304,Appropriative
A031304,Appropriative
A031304,Appropriative
A031362,Appropriative
A031362,Appropriative
A031362,Appropriative
A031363,Appropriative
A031363,Appropriative
A031363,Appropriative
A031363,Appropriative
A031363,Appropriative
A031383,Appropriative
A031435,Appropriative
A031447,Appropriative
A031461,Appropriative
A031501,Appropriative
A031501,Appropriative
A031567,Appropriative
A031620,Appropriative
A031620,Appropriative
A031719,Appropriative
A031737,Appropriative
A031743,Appropriative
A031836,Appropriative
A031870,Appropriative
A031870,Appropriative
A031870,Appropriative
A031870,Appropriative
A031870,Appropriative
A031877,Appropriative
A031877,Appropriative
A031877,Appropriative
A031877,Appropriative
A032115,Appropriative
A032372,Appropriative
C000028,Stockpond
C000222,Stockpond
C000223,Stockpond
C000511,Stockpond
C000512,Stockpond
C001166,Stockpond
C001167,Stockpond
C001168,Stockpond
C001169,Stockpond
C001171,Stockpond
C001172,Stockpond
C001173,Stockpond
C001174,Stockpond
C001175,Stockpond
C001176,Stockpond
C001177,Stockpond
C001178,Stockpond
C001179,Stockpond
C001180,Stockpond
C001216,Stockpond
C001937,Stockpond
C002935,Stockpond
C002936,Stockpond
C003979,Stockpond
C003981,Stockpond
C004244,Stockpond
C004245,Stockpond
C005161,Stockpond
C005162,Stockpond
C005163,Stockpond
C005164,Stockpond
C005165,Stockpond
C005166,Stockpond
C005343,Stockpond
C005521,Stockpond
C005522,Stockpond
C005624,Stockpond
C005834,Stockpond
C006052,Stockpond
D029448,Registration Domestic
D029448,Registration Domestic
D029507,Registration Domestic
D029572,Registration Domestic
D029650,Registration Domestic
D029650,Registration Domestic
D029791,Registration Domestic
D029796,Registration Domestic
D029831,Registration Domestic
D029862,Registration Domestic
D030000,Registration Domestic
D030095,Registration Domestic
D030211,Registration Domestic
D030221,Registration Domestic
D030256,Registration Domestic
D030286,Registration Domestic
D030297,Registration Domestic
D030346,Registration Domestic
D030353,Registration Domestic
D030427,Registration Domestic
D030427,Registration Domestic
D030460,Registration Domestic
D030556,Registration Domestic
D030601,Registration Domestic
D030712,Registration Domestic
D030727,Registration Domestic
D030731,Registration Domestic
D030731,Registration Domestic
D030732,Registration Domestic
D030741,Registration Domestic
D030741,Registration Domestic
D030755,Registration Domestic
D030755,Registration Domestic
D030755,Registration Domestic
D030758,Registration Domestic
D030759,Registration Domestic
D030760,Registration Domestic
D030820,Registration Domestic
D030863,Registration Domestic
D030863,Registration Domestic
D030881,Registration Domestic
D030890,Registration Domestic
D030891,Registration Domestic
D030898,Registration Domestic
D030904,Registration Domestic
D030904,Registration Domestic
D030904,Registration Domestic
D030938,Registration Domestic
D030938,Registration Domestic
D030938,Registration Domestic
D030939,Registration Domestic
D030969,Registration Domestic
D030985,Registration Domestic
D031005,Registration Domestic
D031035,Registration Domestic
D031098,Registration Domestic
D031111,Registration Domestic
D031111,Registration Domestic
D031143,Registration Domestic
D031146,Registration Domestic
D031267,Registration Domestic
D031318,Registration Domestic
D031331,Registration Domestic
D031376,Registration Domestic
D031380,Registration Domestic
D031390,Registration Domestic
D031410,Registration Domestic
D031411,Registration Domestic
D031427,Registration Domestic
D031427,Registration Domestic
D031451,Registration Domestic
D031472,Registration Domestic
D031475,Registration Domestic
D031476,Registration Domestic
D031477,Registration Domestic
D031542,Registration Domestic
D031555,Registration Domestic
D031555,Registration Domestic
D031563,Registration Domestic
D031569,Registration Domestic
D031589,Registration Domestic
D031589,Registration Domestic
D031592,Registration Domestic
D031592,Registration Domestic
D031602,Registration Domestic
D031603,Registration Domestic
D031606,Registration Domestic
D031627,Registration Domestic
D031630,Registration Domestic
D031651,Registration Domestic
D031660,Registration Domestic
D031668,Registration Domestic
D031671,Registration Domestic
D031681,Registration Domestic
D031685,Registration Domestic
D031685,Registration Domestic
D031723,Registration Domestic
D031731,Registration Domestic
D031801,Registration Domestic
D031803,Registration Domestic
D031803,Registration Domestic
D031947,Registration Domestic
D032013,Registration Domestic
D032013,Registration Domestic
D032019,Registration Domestic
D032022,Registration Domestic
D032041,Registration Domestic
D032057,Registration Domestic
D032058,Registration Domestic
D032062,Registration Domestic
D032081,Registration Domestic
D032125,Registration Domestic
D032138,Registration Domestic
D032140,Registration Domestic
D032140,Registration Domestic
D032140,Registration Domestic
D032141,Registration Domestic
D032141,Registration Domestic
D032141,Registration Domestic
D032143,Registration Domestic
D032149,Registration Domestic
D032166,Registration Domestic
D032187,Registration Domestic
D032188,Registration Domestic
D032206,Registration Domestic
D032229,Registration Domestic
D032238,Registration Domestic
D032249,Registration Domestic
D032262,Registration Domestic
D032275,Registration Domestic
D032313,Registration Domestic
D032314,Registration Domestic
D032320,Registration Domestic
D032320,Registration Domestic
D032346,Registration Domestic
D032490,Registration Domestic
D032534,Registration Domestic
D032713,Registration Domestic
D032725,Registration Domestic
D032762,Registration Domestic
D032762,Registration Domestic
D032768,Registration Domestic
D032787,Registration Domestic
D032850,Registration Domestic
D032859,Registration Domestic
D032971,Registration Domestic
D032971,Registration Domestic
D032971,Registration Domestic
D032971,Registration Domestic
D033001,Registration Domestic
D033001,Registration Domestic
D033025,Registration Domestic
D033034,Registration Domestic
D033034,Registration Domestic
D033083,Registration Domestic
D033198,Registration Domestic
D033390,Registration Domestic
F003611S,Federal Claims
H031997,Registration Irrigation
H032009,Registration Irrigation
H032131,Registration Irrigation
H032331,Registration Irrigation
H032335,Registration Irrigation
H032345,Registration Irrigation
H032924,Registration Irrigation
H032924,Registration Irrigation
H033072,Registration Irrigation
H033201,Registration Irrigation
H033201,Registration Irrigation
H033302,Registration Irrigation
H033302,Registration Irrigation
H033340,Registration Irrigation
H033340,Registration Irrigation
H500244,Registration Cannabis
H500399,Registration Cannabis
H500399,Registration Cannabis
H500557,Registration Cannabis
H500616,Registration Cannabis
H500658,Registration Cannabis
H500658,Registration Cannabis
H500800,Registration Cannabis
H500832,Registration Cannabis
H500889,Registration Cannabis
H500889,Registration Cannabis
H501328,Registration Cannabis
H501353,Registration Cannabis
H501475,Registration Cannabis
H501505,Registration Cannabis
H501505,Registration Cannabis
H501505,Registration Cannabis
H501536,Registration Cannabis
H501536,Registration Cannabis
H501560,Registration Cannabis
H501586,Registration Cannabis
H501586,Registration Cannabis
H501640,Registration Cannabis
H501640,Registration Cannabis
H502560,Registration Cannabis
H502568,Registration Cannabis
H503876,Registration Cannabis
H504162,Registration Cannabis
H505765,Registration Cannabis
H505809,Registration Cannabis
H505968,Registration Cannabis
H505997,Registration Cannabis
H505997,Registration Cannabis
H506085,Registration Cannabis
H506085,Registration Cannabis
H506245,Registration Cannabis
H506245,Registration Cannabis
H506517,Registration Cannabis
H506517,Registration Cannabis
H506659,Registration Cannabis
H506659,Registration Cannabis
H507504,Registration Cannabis
H507549,Registration Cannabis
H507821,Registration Cannabis
H507877,Registration Cannabis
H508419,Registration Cannabis
H508419,Registration Cannabis
H509254,Registration Cannabis
H509523,Registration Cannabis
H510424,Registration Cannabis
H510424,Registration Cannabis
L031319,Registration Livestock
L031353,Registration Livestock
L031378,Registration Livestock
L031391,Registration Livestock
L031392,Registration Livestock
L031393,Registration Livestock
L031414,Registration Livestock
L031415A,Registration Livestock
L031415A,Registration Livestock
L031415A,Registration Livestock
L031415A,Registration Livestock
L031420,Registration Livestock
L031420,Registration Livestock
L031420,Registration Livestock
L031420,Registration Livestock
L031420,Registration Livestock
L031422,Registration Livestock
L031423,Registration Livestock
L031424,Registration Livestock
L031457,Registration Livestock
L031528,Registration Livestock
L031528,Registration Livestock
L031573,Registration Livestock
L031573,Registration Livestock
L031582,Registration Livestock
L031605,Registration Livestock
L031607,Registration Livestock
L031669,Registration Livestock
L031764,Registration Livestock
L031802,Registration Livestock
L031856,Registration Livestock
L031856,Registration Livestock
L031885,Registration Livestock
L031908,Registration Livestock
L032006,Registration Livestock
L032027,Registration Livestock
L032027,Registration Livestock
L032027,Registration Livestock
L032027,Registration Livestock
L032124,Registration Livestock
L032128,Registration Livestock
L032128,Registration Livestock
L032128,Registration Livestock
L032146,Registration Livestock
L032147,Registration Livestock
L032148,Registration Livestock
L032271,Registration Livestock
L032279,Registration Livestock
L032288,Registration Livestock
L032466,Registration Livestock
L032735,Registration Livestock
L032966,Registration Livestock
L033035,Registration Livestock
S000016,Statement of Div and Use
S000062,Statement of Div and Use
S000093,Statement of Div and Use
S000113,Statement of Div and Use
S000114,Statement of Div and Use
S000115,Statement of Div and Use
S000116,Statement of Div and Use
S000549,Statement of Div and Use
S000632,Statement of Div and Use
S000652,Statement of Div and Use
S000775,Statement of Div and Use
S001010,Statement of Div and Use
S001049,Statement of Div and Use
S001181,Statement of Div and Use
S002059,Statement of Div and Use
S002341,Statement of Div and Use
S002378,Statement of Div and Use
S002379,Statement of Div and Use
S002646,Statement of Div and Use
S002720,Statement of Div and Use
S002929,Statement of Div and Use
S003106,Statement of Div and Use
S004239,Statement of Div and Use
S004240,Statement of Div and Use
S004241,Statement of Div and Use
S004341,Statement of Div and Use
S004345,Statement of Div and Use
S004347,Statement of Div and Use
S004460,Statement of Div and Use
S004704,Statement of Div and Use
S004711,Statement of Div and Use
S004997,Statement of Div and Use
S005003,Statement of Div and Use
S005225,Statement of Div and Use
S005226,Statement of Div and Use
S006298,Statement of Div and Use
S006491,Statement of Div and Use
S008071,Statement of Div and Use
S008074,Statement of Div and Use
S008075,Statement of Div and Use
S008080,Statement of Div and Use
S008081,Statement of Div and Use
S008082,Statement of Div and Use
S008118,Statement of Div and Use
S008121,Statement of Div and Use
S008122,Statement of Div and Use
S008128,Statement of Div and Use
S008184,Statement of Div and Use
S008348,Statement of Div and Use
S008380,Statement of Div and Use
S008384,Statement of Div and Use
S008392,Statement of Div and Use
S008430,Statement of Div and Use
S008451,Statement of Div and Use
S008453,Statement of Div and Use
S008502,Statement of Div and Use
S008582,Statement of Div and Use
S008583,Statement of Div and Use
S008584,Statement of Div and Use
S008585,Statement of Div and Use
S008586,Statement of Div and Use
S008587,Statement of Div and Use
S008588,Statement of Div and Use
S008589,Statement of Div and Use
S008590,Statement of Div and Use
S008591,Statement of Div and Use
S008592,Statement of Div and Use
S008593,Statement of Div and Use
S008596,Statement of Div and Use
S008628,Statement of Div and Use
S008642,Statement of Div and Use
S008659,Statement of Div and Use
S008661,Statement of Div and Use
S008664,Statement of Div and Use
S008703,Statement of Div and Use
S008709,Statement of Div and Use
S008714,Statement of Div and Use
S008765,Statement of Div and Use
S008766,Statement of Div and Use
S008824,Statement of Div and Use
S008910,Statement of Div and Use
S009040,Statement of Div and Use
S009045,Statement of Div and Use
S009054,Statement of Div and Use
S009055,Statement of Div and Use
S009073,Statement of Div and Use
S009168,Statement of Div and Use
S009291,Statement of Div and Use
S009292,Statement of Div and Use
S009293,Statement of Div and Use
S009294,Statement of Div and Use
S009295,Statement of Div and Use
S009299,Statement of Div and Use
S009324,Statement of Div and Use
S009525,Statement of Div and Use
S009689,Statement of Div and Use
S009905,Statement of Div and Use
S010034,Statement of Div and Use
S010045,Statement of Div and Use
S010433,Statement of Div and Use
S010480,Statement of Div and Use
S010481,Statement of Div and Use
S010482,Statement of Div and Use
S010489,Statement of Div and Use
S010490,Statement of Div and Use
S010491,Statement of Div and Use
S010492,Statement of Div and Use
S010512,Statement of Div and Use
S010512,Statement of Div and Use
S010513,Statement of Div and Use
S010514,Statement of Div and Use
S010515,Statement of Div and Use
S010522,Statement of Div and Use
S010843,Statement of Div and Use
S010889,Statement of Div and Use
S010997,Statement of Div and Use
S010999,Statement of Div and Use
S011135,Statement of Div and Use
S011330,Statement of Div and Use
S011331,Statement of Div and Use
S012241,Statement of Div and Use
S012427,Statement of Div and Use
S012429,Statement of Div and Use
S012430,Statement of Div and Use
S012431,Statement of Div and Use
S012432,Statement of Div and Use
S012433,Statement of Div and Use
S012484,Statement of Div and Use
S012532,Statement of Div and Use
S012533,Statement of Div and Use
S012536,Statement of Div and Use
S012538,Statement of Div and Use
S012589,Statement of Div and Use
S012591,Statement of Div and Use
S012593,Statement of Div and Use
S012594,Statement of Div and Use
S012595,Statement of Div and Use
S012596,Statement of Div and Use
S012597,Statement of Div and Use
S012749,Statement of Div and Use
S012751,Statement of Div and Use
S012930,Statement of Div and Use
S013153,Statement of Div and Use
S013187,Statement of Div and Use
S013246,Statement of Div and Use
S013392,Statement of Div and Use
S013563,Statement of Div and Use
S013696,Statement of Div and Use
S013709,Statement of Div and Use
S013724,Statement of Div and Use
S013755,Statement of Div and Use
S013760,Statement of Div and Use
S013792,Statement of Div and Use
S013793,Statement of Div and Use
S013814,Statement of Div and Use
S013850,Statement of Div and Use
S013915,Statement of Div and Use
S013947,Statement of Div and Use
S013977,Statement of Div and Use
S013993,Statement of Div and Use
S013994,Statement of Div and Use
S013995,Statement of Div and Use
S013996,Statement of Div and Use
S014005,Statement of Div and Use
S014016,Statement of Div and Use
S014057,Statement of Div and Use
S014058,Statement of Div and Use
S014059,Statement of Div and Use
S014060,Statement of Div and Use
S014061,Statement of Div and Use
S014062,Statement of Div and Use
S014063,Statement of Div and Use
S014064,Statement of Div and Use
S014065,Statement of Div and Use
S014066,Statement of Div and Use
S014070,Statement of Div and Use
S014071,Statement of Div and Use
S014072,Statement of Div and Use
S014073,Statement of Div and Use
S014074,Statement of Div and Use
S014075,Statement of Div and Use
S014076,Statement of Div and Use
S014077,Statement of Div and Use
S014078,Statement of Div and Use
S014079,Statement of Div and Use
S014080,Statement of Div and Use
S014081,Statement of Div and Use
S014082,Statement of Div and Use
S014083,Statement of Div and Use
S014084,Statement of Div and Use
S014085,Statement of Div and Use
S014086,Statement of Div and Use
S014087,Statement of Div and Use
S014088,Statement of Div and Use
S014089,Statement of Div and Use
S014090,Statement of Div and Use
S014091,Statement of Div and Use
S014092,Statement of Div and Use
S014094,Statement of Div and Use
S014096,Statement of Div and Use
S014097,Statement of Div and Use
S014129,Statement of Div and Use
S014139,Statement of Div and Use
S014162,Statement of Div and Use
S014200,Statement of Div and Use
S014202,Statement of Div and Use
S014205,Statement of Div and Use
S014230,Statement of Div and Use
S014231,Statement of Div and Use
S014237,Statement of Div and Use
S014292,Statement of Div and Use
S014293,Statement of Div and Use
S014313,Statement of Div and Use
S014322,Statement of Div and Use
S014373,Statement of Div and Use
S014374,Statement of Div and Use
S014392,Statement of Div and Use
S014393,Statement of Div and Use
S014479,Statement of Div and Use
S014554,Statement of Div and Use
S014572,Statement of Div and Use
S014724,Statement of Div and Use
S014749,Statement of Div and Use
S014847,Statement of Div and Use
S014851,Statement of Div and Use
S014857,Statement of Div and Use
S014861,Statement of Div and Use
S014862,Statement of Div and Use
S014863,Statement of Div and Use
S014864,Statement of Div and Use
S014865,Statement of Div and Use
S014866,Statement of Div and Use
S014910,Statement of Div and Use
S014922,Statement of Div and Use
S014923,Statement of Div and Use
