Forecast Issued:,04/04/2023 18:52 UTC,04/04/2023 06:52 PM UTC
Start Time (UTC),,,04/04/2023 12:00,04/04/2023 18:00,04/05/2023 00:00,04/05/2023 06:00,04/05/2023 12:00,04/05/2023 18:00,04/06/2023 00:00,04/06/2023 06:00,04/06/2023 12:00,04/06/2023 18:00,04/07/2023 00:00,04/07/2023 06:00,04/07/2023 12:00,04/07/2023 18:00,04/08/2023 00:00,04/08/2023 06:00,04/08/2023 12:00,04/08/2023 18:00,04/09/2023 00:00,04/09/2023 06:00,04/09/2023 12:00,04/09/2023 18:00,04/10/2023 00:00,04/10/2023 06:00,
End Time (UTC),,,04/04/2023 18:00,04/05/2023 00:00,04/05/2023 06:00,04/05/2023 12:00,04/05/2023 18:00,04/06/2023 00:00,04/06/2023 06:00,04/06/2023 12:00,04/06/2023 18:00,04/07/2023 00:00,04/07/2023 06:00,04/07/2023 12:00,04/07/2023 18:00,04/08/2023 00:00,04/08/2023 06:00,04/08/2023 12:00,04/08/2023 18:00,04/09/2023 00:00,04/09/2023 06:00,04/09/2023 12:00,04/09/2023 18:00,04/10/2023 00:00,04/10/2023 06:00,04/10/2023 12:00,

ID,Forecast Group,Name,(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),(Inches),
GERO3,Klamath,MILLER CK - GERBER,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CKEC1,Klamath,LOST - CLEAR LK,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BTYO3,Klamath,SPRAGUE - BEATTY,0.00,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCNO3,Klamath,SYCAN - BEATTY,0.00,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.09,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHSO3,Klamath,SPRAGUE - CHILOQUN L,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WKAO3,Klamath,WILLIAMSON - KLAMATH,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.08,0.06,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02
WMSO3,Klamath,WILLIAMSON - CHILOQN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
KLAO3,Klamath,KLAMATH-UPR KLAM LK,0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.06,0.07,0.06,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02
KEOO3,Klamath,KLAMATH - KENO LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOYO3,Klamath,KLAMATH - BL BOYLE L,0.01,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.07,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
IRGC1,Klamath,KLAMATH - IRGATE LOC,0.02,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
YREC1,Klamath,SHASTA - YREKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.03,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
FTJC1,Klamath,SCOTT - FT JONES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.04
SEIC1,Klamath,KLAMATH-SEIAD VALLEY,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.11,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04
HAPC1,Klamath,INDIAN CK - HPY CAMP,0.01,0.02,0.01,0.00,0.00,0.01,0.03,0.05,0.09,0.22,0.34,0.21,0.08,0.03,0.04,0.02,0.04,0.02,0.01,0.02,0.06,0.09,0.10,0.16
SBRC1,Klamath,SALMON - SOMES BAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.32,0.24,0.08,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.03,0.03,0.05,0.11
ONSC1,Klamath,KLAMATH - ORLNS LOC,0.00,0.01,0.00,0.00,0.00,0.01,0.02,0.05,0.08,0.21,0.37,0.26,0.08,0.03,0.04,0.02,0.03,0.02,0.01,0.02,0.05,0.07,0.10,0.17
CEGC1,Klamath,TRINITY -CLAIR ENGLE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.33,0.36,0.11,0.07,0.06,0.05,0.05,0.03,0.03,0.02,0.04,0.03,0.03,0.06
TRJC1,Klamath,TRINITY - JCT CITY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.29,0.24,0.08,0.06,0.06,0.03,0.03,0.02,0.02,0.01,0.03,0.01,0.01,0.01
TRNC1,Klamath,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.38,0.29,0.08,0.06,0.05,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.02,0.05
BURC1,Klamath,TRINITY - BURNT RANC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.35,0.24,0.07,0.05,0.04,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.02,0.05
HYMC1,Klamath,SF TRINITY - HYAMPOM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.32,0.24,0.07,0.06,0.06,0.02,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01
HOOC1,Klamath,TRINITY - HOOPA LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.21,0.38,0.22,0.08,0.05,0.04,0.02,0.03,0.02,0.01,0.02,0.04,0.03,0.04,0.09
KLMC1,Klamath,KLAMATH - TRW CK LOC,0.01,0.01,0.00,0.00,0.00,0.01,0.04,0.07,0.12,0.33,0.49,0.29,0.09,0.04,0.05,0.04,0.05,0.03,0.02,0.03,0.07,0.08,0.11,0.19
TCCC1,Klamath,TRINITY - AB COFFEE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.24,0.31,0.09,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.02,0.03,0.06
CREC1,North Coast,SMITH - JED SMITH SP,0.04,0.05,0.01,0.00,0.00,0.03,0.07,0.10,0.21,0.45,0.51,0.37,0.11,0.05,0.06,0.05,0.08,0.05,0.06,0.07,0.13,0.18,0.19,0.25
FTDC1,North Coast,SMITH - FORT DICK L,0.03,0.03,0.00,0.00,0.00,0.03,0.07,0.12,0.23,0.47,0.50,0.35,0.08,0.04,0.05,0.06,0.08,0.06,0.07,0.07,0.13,0.17,0.21,0.26
BLKC1,North Coast,REDWOOD CK - BLUE LK,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.03,0.09,0.30,0.47,0.25,0.10,0.05,0.06,0.03,0.05,0.02,0.02,0.03,0.05,0.05,0.06,0.14
ORIC1,North Coast,REDWOOD CK - ORICK L,0.00,0.01,0.00,0.00,0.00,0.02,0.03,0.05,0.12,0.33,0.51,0.26,0.09,0.04,0.05,0.03,0.05,0.02,0.02,0.04,0.06,0.07,0.10,0.19
MAUC1,North Coast,MAD - ABV RUTH RESVR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.24,0.40,0.33,0.10,0.08,0.09,0.05,0.04,0.04,0.02,0.03,0.04,0.02,0.02,0.01
ARCC1,North Coast,MAD - ARCATA LOCAL,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.02,0.07,0.27,0.46,0.24,0.08,0.05,0.06,0.03,0.04,0.02,0.02,0.03,0.04,0.04,0.04,0.10
ETTC1,North Coast,MATTOLE - ETTERSBURG,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.12,0.45,0.74,0.35,0.10,0.06,0.10,0.08,0.08,0.05,0.04,0.07,0.05,0.03,0.03,0.07
MTOC1,North Coast,MATTOLE - PETROLIA L,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.16,0.57,0.87,0.36,0.10,0.06,0.10,0.09,0.08,0.05,0.04,0.07,0.06,0.04,0.05,0.12
BRGC1,North Coast,VAN DUZEN - BRDGEVLL,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.05,0.29,0.48,0.28,0.08,0.06,0.07,0.04,0.03,0.03,0.02,0.03,0.04,0.02,0.03,0.04
LEGC1,North Coast,SF EEL - LEGGETT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.26,0.43,0.36,0.10,0.06,0.07,0.06,0.06,0.04,0.02,0.04,0.03,0.02,0.01,0.01
MRNC1,North Coast,SF EEL - MIRANDA LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.32,0.55,0.30,0.09,0.05,0.07,0.06,0.05,0.03,0.03,0.04,0.04,0.02,0.02,0.03
PLBC1,North Coast,LK PILLSBURY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.18,0.24,0.09,0.06,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.00,0.00,0.00
DOSC1,North Coast,MF EEL - DOS RIOS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.25,0.28,0.09,0.06,0.05,0.03,0.03,0.02,0.01,0.02,0.03,0.01,0.00,0.00
FTSC1,North Coast,EEL - FT SEWARD LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.31,0.29,0.08,0.06,0.05,0.04,0.04,0.02,0.01,0.02,0.03,0.01,0.01,0.00
SCOC1,North Coast,EEL - SCOTIA LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.34,0.55,0.27,0.08,0.05,0.07,0.04,0.04,0.03,0.02,0.03,0.04,0.02,0.02,0.05
FRNC1,North Coast,EEL - FERNBRIDGE LOC,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.30,0.48,0.21,0.06,0.03,0.05,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.09
FTBC1,North Coast,NOYO - FT BRAGG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.26,0.29,0.08,0.04,0.04,0.03,0.04,0.02,0.01,0.02,0.02,0.00,0.00,0.00
NVRC1,Russian / Napa,NAVARRO - NAVARRO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.25,0.07,0.04,0.03,0.02,0.04,0.01,0.01,0.02,0.02,0.00,0.00,0.00
GRCC1,Russian / Napa,GARCIA - PT ARENA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.30,0.09,0.04,0.04,0.03,0.04,0.03,0.01,0.02,0.02,0.00,0.00,0.00
GSRC1,Russian / Napa,SF GUALALA - SEA RCH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.34,0.12,0.07,0.05,0.05,0.05,0.04,0.02,0.03,0.03,0.00,0.00,0.00
LAMC1,Russian / Napa,EF RUS - LK MENDO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.08,0.05,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.00,0.00,0.00
UKAC1,Russian / Napa,RUSSIAN - UKIAH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.17,0.23,0.08,0.05,0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.00,0.00,0.00
HOPC1,Russian / Napa,RUSSIAN - HPLAND LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.20,0.08,0.05,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.00,0.00,0.00
CDLC1,Russian / Napa,RUSSIAN - CLVRDL LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.21,0.09,0.06,0.03,0.02,0.04,0.01,0.01,0.02,0.02,0.00,0.00,0.00
HEAC1,Russian / Napa,RUSSIAN - HLDSBG LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.12,0.07,0.04,0.03,0.04,0.01,0.01,0.02,0.02,0.00,0.00,0.00
WSDC1,Russian / Napa,DRY CK - LK SONOMA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.27,0.11,0.06,0.04,0.03,0.04,0.02,0.01,0.02,0.02,0.00,0.00,0.00
GUEC1,Russian / Napa,RUSSIAN - GRNVLE LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.23,0.12,0.07,0.03,0.03,0.03,0.01,0.01,0.02,0.02,0.00,0.00,0.00
RROC1,Russian / Napa,RUSSIAN - HWY 1 BR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.30,0.14,0.07,0.04,0.04,0.04,0.03,0.01,0.02,0.02,0.00,0.00,0.00
SHEC1,Russian / Napa,NAPA - ST HELENA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.11,0.07,0.03,0.03,0.03,0.01,0.00,0.01,0.01,0.00,0.00,0.00
APCC1,Russian / Napa,NAPA - NAPA LOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.09,0.06,0.02,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00
BSCC1,Russian / Napa,BIG SULPHUR C - CLVD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.22,0.12,0.08,0.05,0.04,0.04,0.02,0.01,0.02,0.02,0.00,0.00,0.00
GEYC1,Russian / Napa,RUSSIAN - GEYSERVLLE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.22,0.10,0.07,0.04,0.03,0.04,0.02,0.01,0.02,0.02,0.00,0.00,0.00
RMKC1,Russian / Napa,MAACAMA CK - KELLOGG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.12,0.09,0.04,0.03,0.03,0.01,0.01,0.02,0.02,0.00,0.00,0.00
SSAC1,Russian / Napa,SANTA ROSA CK - STS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.13,0.06,0.03,0.02,0.02,0.00,0.01,0.02,0.02,0.00,0.00,0.00
CTIC1,Russian / Napa,LAGUNA DE SR - ST PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.11,0.05,0.01,0.01,0.01,0.00,0.00,0.02,0.01,0.00,0.00,0.00
LSEC1,Russian / Napa,LAGUNA DE SR - SBTPL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.10,0.04,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00
MWEC1,Russian / Napa,MARK WEST CK - MRBL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.12,0.06,0.02,0.02,0.02,0.01,0.00,0.02,0.01,0.00,0.00,0.00
COYC1,South Bay,COYOTE CK - COYOTE R,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ANDC1,South Bay,COYOTE CK - ANDR R L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CYEC1,South Bay,COYOTE CK - EDNVLE L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LEXC1,South Bay,LOS GATOS CK - LEX R,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUDC1,South Bay,GUADALUPE - ALMADEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GSJC1,South Bay,GUADALUPE - SNJOSE L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AHOC1,South Bay,ARROYO HONDO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
CVQC1,South Bay,CALAVERAS RESERVOIR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
MPTC1,South Bay,ALAMEDA CK - ABV DD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
AWEC1,South Bay,ALAMEDA CK - SUNOL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACSC1,South Bay,SAN ANTONIO CK - SUN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LVKC1,South Bay,ARROYO VALLE-LIVERMR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALQC1,South Bay,ALAMO CANAL - PLEASA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
ADLC1,South Bay,ARROYO DE LA LAGUNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NILC1,South Bay,ALAMEDA CK - NILES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LRZC1,South Bay,SAN LORENZO CK - HAY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
SFCC1,South Bay,SAN FRANCISQUITO CK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
GUAC1,South Bay,GUADALUPE RSVR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALRC1,South Bay,ALMADEN RSVR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
